Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;SMILES;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties;Action Type
CHEMBL2088780;;None;436.56;0;4.79;2;N#Cc1c(N)nc(NCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1;IC50;'=';670.0;nM;6.17;;;UO_0000065;14.14;0.26;1.38;6.07;0;CHEMBL2090207;Inhibition of human serum BChE using butyrylthiocholine as substrate by Ellman method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2086277;1;Scientific Literature;Eur J Med Chem;2012;None;;
CHEMBL228303;;None;409.57;1;5.43;26;CC(C)c1ccc(C(=O)OCCCCN2CCC(OCc3ccccc3)CC2)cc1;IC50;'=';10790.0;nM;4.97;;;UO_0000065;12.13;0.23;-0.46;12.81;0;CHEMBL906816;Inhibition of human BChE by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1143763;1;Scientific Literature;Bioorg Med Chem;2007;None;;
CHEMBL611941;4'-METHOXY-AURONE;None;252.27;0;3.31;2;COc1ccc(/C=C2\Oc3ccccc3C2=O)cc1;IC50;;;;;;;;;;;;0;CHEMBL3869394;Inhibition of butyrylcholinesterase (unknown origin) using butyrylthiocholine chloride as substrate incubated for 10 mins followed by substrate addition measured after 20 mins by UV-Vis spectrophotometric analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3868598;1;Scientific Literature;Bioorg Med Chem;2017;None;;
CHEMBL3896953;;None;294.42;1;5.04;8;CC(C)Cc1ccc(/C=C2\Oc3ccccc3C2=S)cc1;IC50;;;;;;;;;;;;0;CHEMBL3869394;Inhibition of butyrylcholinesterase (unknown origin) using butyrylthiocholine chloride as substrate incubated for 10 mins followed by substrate addition measured after 20 mins by UV-Vis spectrophotometric analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3868598;1;Scientific Literature;Bioorg Med Chem;2017;None;;
CHEMBL502;DONEPEZIL;4.0;379.50;0;4.36;Donepezil;COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2;IC50;'=';130.0;nM;6.89;;;UO_0000065;18.15;0.34;2.53;17.76;0;CHEMBL3869394;Inhibition of butyrylcholinesterase (unknown origin) using butyrylthiocholine chloride as substrate incubated for 10 mins followed by substrate addition measured after 20 mins by UV-Vis spectrophotometric analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3868598;1;Scientific Literature;Bioorg Med Chem;2017;None;;
CHEMBL3985053;;None;442.95;1;6.26;37;Nc1c2c(nc3c1C(c1ccc(Cl)cc1)c1c(-c4ccccc4)n[nH]c1O3)CCCCC2;IC50;'=';77.0;nM;7.11;;;UO_0000065;16.06;0.30;0.85;9.26;0;CHEMBL3870574;Inhibition of human recombinant BChE using butyrylthiocholine iodide as substrate incubated for 5 mins followed by substrate addition measured for 1 min by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3870313;1;Scientific Literature;Eur J Med Chem;2016;None;;
CHEMBL3262669;;None;468.64;0;4.40;9o;COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCOCC3)cc1)NCC2;IC50;'=';10590.0;nM;4.97;;;UO_0000065;10.62;0.20;0.58;9.53;0;CHEMBL3271121;Inhibition of BuChE in human serum using S-butyrylthiocholine iodide as substrate preincubated with enzyme for 20 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;CHEMBL3638229;Serum;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3259766;1;Scientific Literature;Bioorg Med Chem Lett;2014;None;;
CHEMBL1783527;;None;604.95;2;7.68;36c;CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)CCCc6ccccc6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1;IC50;'=';1430.0;nM;5.84;;;UO_0000065;9.66;0.19;-1.84;11.05;0;CHEMBL1785399;Inhibition of recombinant human serum BChE using butyrylthiocholine iodide as substrate by spectroscopic Ellmans method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1781893;1;Scientific Literature;Eur J Med Chem;2011;None;;
CHEMBL1783518;;None;644.89;2;8.26;36i;CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)Cc6ccc(C(F)(F)F)cc6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1;IC50;'>';10000.0;nM;;;;UO_0000065;;;;;0;CHEMBL1785399;Inhibition of recombinant human serum BChE using butyrylthiocholine iodide as substrate by spectroscopic Ellmans method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1781893;1;Scientific Literature;Eur J Med Chem;2011;None;;
CHEMBL147346;;None;388.64;1;5.10;9;CN[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)N(C)C(C)=O)CC[C@@H]32)C1;IC50;'=';16500.0;nM;4.78;;;UO_0000065;12.31;0.23;-0.32;14.79;0;CHEMBL651728;In vitro anticholinesterase activity against butyrylcholinesterase from torpedo californica;B;BAO_0000357;single protein format;Equus caballus;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1145898;1;Scientific Literature;J Med Chem;2003;None;;
CHEMBL244619;;None;400.43;1;5.00;18;CN(Cc1ccccc1)Cc1ccc(-c2cc3cc([N+](=O)[O-])ccc3oc2=O)cc1;IC50;'>';0.00001;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL894086;Inhibition of human recombinant BChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1148720;1;Scientific Literature;J Med Chem;2007;None;;
CHEMBL389825;;None;445.52;1;5.12;13;COc1ccccc1CN(C)Cc1ccc(-c2cc3cc(OC)c(OC)cc3oc2=O)cc1;IC50;'=';52900.0;nM;4.28;;;UO_0000065;9.60;0.18;-0.84;6.99;0;CHEMBL894086;Inhibition of human recombinant BChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1148720;1;Scientific Literature;J Med Chem;2007;None;;
CHEMBL413794;;None;385.46;1;5.10;5;COc1ccc2oc(=O)c(-c3cccc(CN(C)Cc4ccccc4)c3)cc2c1;IC50;'=';136000.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL894086;Inhibition of human recombinant BChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1148720;1;Scientific Literature;J Med Chem;2007;None;;
CHEMBL363557;;None;274.36;0;2.73;9;CCNC(=O)Oc1cccc2c1CCC1CCN(C)C21;IC50;'=';30.3;nM;7.52;;;UO_0000065;27.40;0.51;4.79;18.09;0;CHEMBL828553;Inhibitory concentration against human serum butyrylcholinesterase activity;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1137822;1;Scientific Literature;J Med Chem;2004;None;;
CHEMBL1761992;;None;474.24;0;4.05;6;[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCCC[n+]1cccc2ccccc21;IC50;'=';32000.0;nM;4.50;;;UO_0000065;14.30;0.26;0.44;57.92;0;CHEMBL1763500;Inhibition of human plasmatic BChE by modified Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;CHEMBL3559721;Plasma;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1759923;1;Scientific Literature;Bioorg Med Chem Lett;2011;None;;
CHEMBL105257;;None;572.43;1;6.78;13;[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCCCCCCCCCC[n+]1cccc2ccccc21;IC50;'=';500.0;nM;6.30;;;UO_0000065;15.27;0.28;-0.48;81.20;0;CHEMBL1763500;Inhibition of human plasmatic BChE by modified Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;CHEMBL3559721;Plasma;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1759923;1;Scientific Literature;Bioorg Med Chem Lett;2011;None;;
CHEMBL1761997;;None;490.24;0;3.28;16;[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCOCC[n+]1cccc2ccccc21;IC50;'=';48000.0;nM;4.32;;;UO_0000065;13.07;0.24;1.04;25.42;0;CHEMBL1763500;Inhibition of human plasmatic BChE by modified Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;CHEMBL3559721;Plasma;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1759923;1;Scientific Literature;Bioorg Med Chem Lett;2011;None;;
CHEMBL1128;EDROPHONIUM CHLORIDE;4.0;201.70;0;1.98;1;CC[N+](C)(C)c1cccc(O)c1.[Cl-];IC50;'=';1370000.0;nM;2.86;Outside typical range;;UO_0000065;;;;;1;CHEMBL1763500;Inhibition of human plasmatic BChE by modified Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;CHEMBL3559721;Plasma;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1759923;1;Scientific Literature;Bioorg Med Chem Lett;2011;None;;
CHEMBL1200970;ETHOPROPAZINE HYDROCHLORIDE;4.0;348.94;1;5.02;4;CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21.Cl;IC50;'=';1600.0;nM;5.80;;;UO_0000065;18.55;0.36;0.78;89.44;0;CHEMBL1763500;Inhibition of human plasmatic BChE by modified Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;CHEMBL3559721;Plasma;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1759923;1;Scientific Literature;Bioorg Med Chem Lett;2011;None;;
CHEMBL224553;;None;473.61;1;6.81;27;CCN(CCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1OC;IC50;'=';320.0;nM;6.50;;;UO_0000065;13.71;0.25;-0.32;12.51;0;CHEMBL915961;Inhibition of human serum BuChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1144481;1;Scientific Literature;Bioorg Med Chem;2007;None;;
CHEMBL225615;;None;489.61;1;6.42;25;COc1ccc(OC)c(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1;IC50;'=';1270.0;nM;5.90;;;UO_0000065;12.04;0.22;-0.52;9.64;0;CHEMBL915961;Inhibition of human serum BuChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1144481;1;Scientific Literature;Bioorg Med Chem;2007;None;;
CHEMBL376186;;None;459.59;1;6.42;16;COc1ccccc1CN(C)CCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1;IC50;'=';930.0;nM;6.03;;;UO_0000065;13.12;0.24;-0.39;11.62;0;CHEMBL915961;Inhibition of human serum BuChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1144481;1;Scientific Literature;Bioorg Med Chem;2007;None;;
CHEMBL224433;;None;429.56;1;6.41;7;CN(CCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1;IC50;'=';800.0;nM;6.10;;;UO_0000065;14.19;0.26;-0.31;14.29;0;CHEMBL915961;Inhibition of human serum BuChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1144481;1;Scientific Literature;Bioorg Med Chem;2007;None;;
CHEMBL390737;;None;415.53;1;6.02;6;CN(CCCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1;IC50;'=';1430.0;nM;5.84;;;UO_0000065;14.07;0.26;-0.18;13.69;0;CHEMBL915961;Inhibition of human serum BuChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1144481;1;Scientific Literature;Bioorg Med Chem;2007;None;;
CHEMBL555075;;None;426.00;1;5.24;6c;CCn1c(C)nc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21.Cl;IC50;'=';4200.0;nM;5.38;;;UO_0000065;13.80;0.25;0.14;14.10;0;CHEMBL654401;Concentration required to inhibit 50% of Butyrylcholinesterase obtained from human serum was determined in vitro;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1128725;1;Scientific Literature;J Med Chem;1995;None;;
CHEMBL241960;;None;574.81;2;5.04;29;CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccncc2)=CC1=O)Cc1ccncc1;IC50;'=';70100.0;nM;4.15;;;UO_0000065;7.23;0.14;-0.89;4.59;0;CHEMBL895408;Inhibition of human recombinant butyrylcholinesterase;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1148814;1;Scientific Literature;J Med Chem;2007;None;;
CHEMBL4079345;;None;278.36;0;3.67;21g;CCNc1nc(NCc2ccccc2)c2ccccc2n1;IC50;'=';15200.0;nM;4.82;;;UO_0000065;17.31;0.31;1.15;9.67;0;CHEMBL4003410;Inhibition of human BuChE using S-butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured for 60 to 300 secs by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4002588;1;Scientific Literature;Eur J Med Chem;2017;None;;
CHEMBL4094911;;None;338.41;0;3.34;21k;CNc1nc(NCCc2ccc(OC)c(OC)c2)c2ccccc2n1;IC50;'=';4500.0;nM;5.35;;;UO_0000065;15.80;0.29;2.01;7.83;0;CHEMBL4003410;Inhibition of human BuChE using S-butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured for 60 to 300 secs by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4002588;1;Scientific Literature;Eur J Med Chem;2017;None;;
CHEMBL4102655;;None;366.47;0;4.12;21m;CCCNc1nc(NCCc2ccc(OC)c(OC)c2)c2ccccc2n1;IC50;'=';24900.0;nM;4.60;;;UO_0000065;12.56;0.23;0.48;6.74;0;CHEMBL4003410;Inhibition of human BuChE using S-butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured for 60 to 300 secs by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4002588;1;Scientific Literature;Eur J Med Chem;2017;None;;
CHEMBL215645;RIVASTIGMINE TARTRATE;4.0;400.43;0;2.76;Rivastigmine tartrate;CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)C(O)C(O)C(=O)O;IC50;'>';10000.0;nM;;;;UO_0000065;;;;;0;CHEMBL4003410;Inhibition of human BuChE using S-butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured for 60 to 300 secs by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4002588;1;Scientific Literature;Eur J Med Chem;2017;None;;
CHEMBL335355;;None;300.35;0;4.48;rac27;CCC1=CC2Cc3nc4cc(F)cc(F)c4c(N)c3C(C1)C2;IC50;'=';194.0;nM;6.71;;;UO_0000065;22.35;0.42;2.23;17.25;0;CHEMBL654885;Inhibition of butyrylcholinesterase (BChE) in human serum;B;BAO_0000366;cell-free format;None;CHEMBL3638229;Serum;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1133449;1;Scientific Literature;J Med Chem;2000;None;;
CHEMBL3400570;;None;236.26;0;-1.40;Compound 2, portulasoid, butoxyseptanoside;CCCCOC1(O)COC[C@@H](O)[C@@H](O)[C@H]1O;IC50;;;;;;Not Active;;;;;;0;CHEMBL3404312;Inhibition of BchE in human plasma incubated for 30 mins using butyrylthiocholine substrate at 37 degC by DTNB dye based spectrophotometry;B;BAO_0000357;single protein format;Homo sapiens;CHEMBL3559721;Plasma;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3400147;1;Scientific Literature;Bioorg Med Chem Lett;2015;None;;
CHEMBL3335024;;None;404.89;0;4.02;14;CCN(C)C(=O)Oc1cc(C(C)N(C)C)c2c(c1)oc(=O)c1ccccc12.Cl;IC50;'=';8500.0;nM;5.07;;;UO_0000065;13.76;0.26;1.05;8.05;0;CHEMBL3383712;Inhibition of human recombinant BuChE using butyrylthiocholine iodide substrate incubated for 15 mins by spectrophotometry based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3351711;1;Scientific Literature;Bioorg Med Chem;2014;None;;
CHEMBL95;TACRINE;4.0;198.27;0;2.70;tacrine;Nc1c2c(nc3ccccc13)CCCC2;IC50;'=';12.0;nM;7.92;;;UO_0000065;39.95;0.72;5.22;20.36;1;CHEMBL3375245;Inhibition of recombinant human BChE by Ellman method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3352549;1;Scientific Literature;J Med Chem;2014;None;;
CHEMBL3361265;;None;451.64;0;4.44;14;O=S(=O)(CCCN1CCC(c2ccccc2)CC1)NCCNc1cccc2ccccc12;IC50;'=';5080.0;nM;5.29;;;UO_0000065;11.72;0.23;0.85;8.62;0;CHEMBL3380204;Inhibition of BuChE (unknown origin) assessed as reduction in S-butyrylthiocholine chloride hydrolysis after 15 mins by Ellman method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3352170;1;Scientific Literature;Bioorg Med Chem Lett;2015;None;;
CHEMBL1642976;;None;528.42;1;5.51;11;CC(C)(C)c1cc[n+](CCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-];IC50;'=';700.0;nM;6.16;;;UO_0000065;16.70;0.31;0.64;79.32;0;CHEMBL1646126;Inhibition of human recombinant BChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1641598;1;Scientific Literature;Bioorg Med Chem Lett;2011;None;;
CHEMBL1642987;;None;534.38;0;4.95;23;CC(C)(C)c1cc[n+](Cc2ccc(C[n+]3ccc(C(C)(C)C)cc3)cc2)cc1.[Br-].[Br-];IC50;'=';1300.0;nM;5.89;;;UO_0000065;15.71;0.29;0.94;75.85;0;CHEMBL1646126;Inhibition of human recombinant BChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1641598;1;Scientific Literature;Bioorg Med Chem Lett;2011;None;;
CHEMBL1196204;;None;681.71;2;10.14;3;O=C(NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)OCCC3;IC50;'=';223.0;nM;6.65;;;UO_0000065;9.76;0.19;-3.49;8.74;0;CHEMBL3364956;Inhibition of human recombinant BChE using butyrylthiocholine iodide as substrate by spectrophotometric analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3352669;1;Scientific Literature;Eur J Med Chem;2014;None;;
CHEMBL3322233;;None;661.08;2;8.62;5b;Cl.O=C(NCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3;IC50;'=';205.0;nM;6.69;;;UO_0000065;10.71;0.21;-1.93;8.47;0;CHEMBL3364956;Inhibition of human recombinant BChE using butyrylthiocholine iodide as substrate by spectrophotometric analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3352669;1;Scientific Literature;Eur J Med Chem;2014;None;;
CHEMBL42531;;None;356.40;0;3.88;5b;CCCN(c1ccncc1F)n1cc(C)c2cc(OC(=O)NC)ccc21;IC50;'=';31.0;nM;7.51;;;UO_0000065;21.07;0.39;3.63;12.64;0;CHEMBL654237;"In vitro inhibition of human serum Butyrylcholinesterase using butyrylthiocholine as substrate; 0.023-0.041";B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1130558;1;Scientific Literature;Bioorg Med Chem Lett;1997;None;;
CHEMBL3642051;;None;520.03;2;5.13;BDBM132082;CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCNc3c4c(nc5ccc(Cl)cc35)CCCC4)cc12;IC50;'=';8.2;nM;8.09;;264597;UO_0000065;15.55;0.30;2.96;7.48;0;CHEMBL3708022;"Inhibition Assay: The biological activity of the compounds of general formula (I) towards the cholinesterase inhibition was evaluated using Ellman's method (Ellman, G. L.; Courtney, K. D.; Anders, B.; Featherstone, R. M. Biochem. Pharmacol. 1961, 7, 88-95).This method of evaluation of the cholinesterase inhibitors activity is based on the fact that acetyl/butyrylcholinesterase interacts with the inhibitor, which prevents the acetyl/butyrylcholine hydrolysis. The inhibitor causes the enzyme activity drop which is dependent on the inhibitor concentration. The enzyme unbound with the inhibitor is able to hydrolyze acetyl/butyrylthiocholine (ASCh/BSCh). The amount of the hydrolyzed ASCh/BSCh is measured indirectly, by quantification of the product of its reaction with DTNB (5,5Ã¢Â²-dithio-bis-2-nitrobenzoic acid). Ellman's method relies therefore on the spectrophotometric quantification of product of the reaction between acylthiocholine and DTNB.";B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3639238;37;BindingDB Database;;2014;None;;
CHEMBL290628;;None;398.48;1;5.05;5c;CCCCNC(=O)Oc1ccc2c(c1)c(C)cn2N(CCC)c1ccncc1F;IC50;'=';920.0;nM;6.04;;;UO_0000065;15.15;0.28;0.99;10.16;0;CHEMBL654399;"In vitro inhibition of human serum Butyrylcholinesterase using butyrylthiocholine as substrate; 0.69-1.2";B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1130558;1;Scientific Literature;Bioorg Med Chem Lett;1997;None;;
CHEMBL3116286;;None;385.51;1;5.25;9;c1ccc2cc(COc3nn(CCN4CCCCC4)c4ccccc34)ccc2c1;IC50;'=';970.0;nM;6.01;;;UO_0000065;15.60;0.28;0.76;19.85;0;CHEMBL3119241;Inhibition of human BuChE using butyrylthiocholine as substrate by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3112400;1;Scientific Literature;Eur J Med Chem;2014;None;;
CHEMBL3338391;;None;442.60;0;4.81;1;COCCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)c1ccc2ccccc2c1;IC50;'=';21.0;nM;7.68;;;UO_0000065;17.35;0.32;2.87;23.42;1;CHEMBL3595654;Inhibition of human recombinant BChE using butyrylthiocholine iodide as substrate after 5 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3593240;1;Scientific Literature;Bioorg Med Chem;2015;None;;
CHEMBL659;GALANTAMINE;4.0;287.36;0;1.85;GAL;COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2;IC50;'=';10000.0;nM;5.00;;;UO_0000065;17.40;0.33;3.15;11.92;1;CHEMBL2383511;Inhibition of BuChE (unknown origin) by Ellman method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2380294;1;Scientific Literature;Bioorg Med Chem Lett;2013;None;;
CHEMBL1783532;;None;497.77;0;4.87;13a;CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CN1C;IC50;'=';2948.0;nM;5.53;;;UO_0000065;11.11;0.21;0.66;9.85;0;CHEMBL1785399;Inhibition of recombinant human serum BChE using butyrylthiocholine iodide as substrate by spectroscopic Ellmans method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1781893;1;Scientific Literature;Eur J Med Chem;2011;None;;
