Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;SMILES;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties
CHEMBL3589664;;0;310.28;0;3.72;5l;COc1ccc2c(c1)nc(C(=O)O)c1c3cccc(F)c3[nH]c21;IC50;'=';320.0;nM;6.50;;;UO_0000065;20.93;0.39;2.77;8.64;0;CHEMBL3591177;Inhibition of human recombinant DYRK1A expressed in Escherichia coli using RS peptide as substrate;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3588821;1;Scientific Literature;J. Med. Chem.;2015;None;
CHEMBL3589672;;0;467.06;0;4.93;5t;O=C(O)c1nc2ccc(I)cc2c2[nH]c3c(Br)cccc3c12;IC50;'=';120.0;nM;6.92;;;UO_0000065;14.82;0.43;1.99;10.49;0;CHEMBL3591177;Inhibition of human recombinant DYRK1A expressed in Escherichia coli using RS peptide as substrate;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3588821;1;Scientific Literature;J. Med. Chem.;2015;None;
CHEMBL3589673;;0;326.74;0;4.23;5u;COc1ccc2nc(C(=O)O)c3c4cccc(Cl)c4[nH]c3c2c1;IC50;'=';39.0;nM;7.41;;;UO_0000065;22.68;0.44;3.18;9.85;0;CHEMBL3591177;Inhibition of human recombinant DYRK1A expressed in Escherichia coli using RS peptide as substrate;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3588821;1;Scientific Literature;J. Med. Chem.;2015;None;
CHEMBL3133762;;0;402.25;0;2.74;26b;Nc1nccc(-c2cn(C(=O)N3CCOCC3)c3ccc(Br)cc23)n1;IC50;'=';500.0;nM;6.30;;;UO_0000065;15.66;0.34;3.56;7.30;0;CHEMBL3599390;Inhibition of Dyrk1A (unknown origin) using Woodtide as substrate after 30 mins by P81 membrane assay in presence of [33P]-g-ATP;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3596148;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;None;
CHEMBL603469;LESTAURTINIB;3;439.47;0;3.47;CEP-701;C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O;Kd;'=';20.0;nM;7.70;;;UO_0000065;17.52;0.32;4.23;8.68;1;CHEMBL1244798;Binding affinity to DYRK1A;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL1240346;1;Scientific Literature;Blood;2009;None;
CHEMBL2295940;;0;420.48;0;2.72;7f;CC(O)C(O)Nc1nc(Nc2cccc(-c3ncccn3)c2)c2ncn(C(C)C)c2n1;IC50;'=';7000.0;nM;5.16;;;UO_0000065;12.26;0.23;2.43;3.85;0;CHEMBL3072655;Inhibition of Homo sapiens (human) recombinant GST-tagged DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ and [gamma33P]ATP as substrate after 30 min by scintillation counting;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3045291;1;Scientific Literature;Med Chem Res;2013;None;
CHEMBL2295938;;0;432.53;0;4.38;7d;CC(C)C[C@H](O)Nc1nc(Nc2cccc(-c3ncccn3)c2)c2ncn(C(C)C)c2n1;IC50;'=';2000.0;nM;5.70;;;UO_0000065;13.18;0.24;1.32;5.01;0;CHEMBL3072655;Inhibition of Homo sapiens (human) recombinant GST-tagged DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ and [gamma33P]ATP as substrate after 30 min by scintillation counting;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3045291;1;Scientific Literature;Med Chem Res;2013;None;
CHEMBL564921;;0;250.26;0;1.66;4;N#Cc1c(N)nc2[nH]nc(N)c2c1-c1ccccc1;IC50;'=';11000.0;nM;4.96;;;UO_0000065;19.81;0.36;3.30;4.22;0;CHEMBL1057274;Inhibition of human recombinant GST-fusion DYRK1A expressed in Escherichia coli;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL1153477;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2009;None;
CHEMBL567331;;0;361.43;0;4.70;4;c1csc(CNc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)c1;Kd;'=';27.0;nM;7.57;;;UO_0000065;20.94;0.40;2.87;13.45;0;CHEMBL1039041;Binding affinity to Dyrk1A assessed as dissociation constant;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL1156118;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2009;None;
CHEMBL498718;;0;335.32;0;1.73;21;COc1cc(/C=C2\C(=O)NN(c3ccc(C#N)cc3)C2=O)ccc1O;IC50;'=';600.0;nM;6.22;;;UO_0000065;18.55;0.34;4.49;6.06;0;CHEMBL954298;Inhibition of Dyrk1 autophosphorylation;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL1153959;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2009;None;
CHEMBL469770;;0;328.30;0;2.00;33;COc1ccc(/C=C2\C(=O)NN(c3ccc(F)cc3)C2=O)cc1O;IC50;'=';30000.0;nM;4.52;;;UO_0000065;13.78;0.26;2.52;5.73;0;CHEMBL954298;Inhibition of Dyrk1 autophosphorylation;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL1153959;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2009;None;
CHEMBL2314443;;0;289.73;0;2.59;2g;CC(C)n1cnc2c(Nc3cnccn3)nc(Cl)nc21;IC50;'=';9000.0;nM;5.05;;;UO_0000065;17.42;0.34;2.46;6.20;0;CHEMBL2320633;Inhibition of recombinant GST-fused human DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL2311464;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2013;None;
CHEMBL380093;;0;379.20;0;3.17;HCD160;COc1cc(/C=C2\C(=O)NN(c3ccc(Cl)c(Cl)c3)C2=O)ccc1O;IC50;'=';2500.0;nM;5.60;;;UO_0000065;14.77;0.31;2.43;7.10;0;CHEMBL954298;Inhibition of Dyrk1 autophosphorylation;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL1153959;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2009;None;
CHEMBL2314472;;0;341.42;0;2.73;3f;CC[C@@H](CO)Nc1nc(Nc2cccnc2)c2ncn(C(C)C)c2n1;IC50;'=';1100.0;nM;5.96;;;UO_0000065;17.45;0.33;3.23;5.91;0;CHEMBL2320633;Inhibition of recombinant GST-fused human DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL2311464;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2013;None;
CHEMBL3945429;;0;271.25;0;1.94;4b;NC(=O)c1cc(-c2cn3cc(F)ccc3n2)ccc1O;IC50;'=';4700.0;nM;5.33;;;UO_0000065;19.64;0.36;3.39;6.61;0;CHEMBL3870426;Inhibition of DYRK1A (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3870305;1;Scientific Literature;Eur J Med Chem;2016;None;
CHEMBL2314473;;0;341.42;0;2.73;3e;CC[C@H](CO)Nc1nc(Nc2cccnc2)c2ncn(C(C)C)c2n1;IC50;'=';1000.0;nM;6.00;;;UO_0000065;17.57;0.33;3.27;5.95;0;CHEMBL2320633;Inhibition of recombinant GST-fused human DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL2311464;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2013;None;
CHEMBL2314453;;0;329.36;0;1.01;4i;CC(C)n1c(C(CO)CO)nc2c(Nc3ccncn3)ncnc21;IC50;'=';5800.0;nM;5.24;;;UO_0000065;15.90;0.30;4.23;4.30;0;CHEMBL2320633;Inhibition of recombinant GST-fused human DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL2311464;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2013;None;
CHEMBL3883639;;0;273.30;0;3.75;17e;COc1ccc2[nH]c3c4ccncc4cc(C#N)c3c2c1;IC50;'=';370.0;nM;6.43;;;UO_0000065;23.53;0.42;2.68;10.42;0;CHEMBL3875856;Inhibition of GST-tagged human recombinant DYRK1A expressed in Escherichia coli using RS peptide as substrate incubated for 30 mins in presence of [gamma-33 P] ATP by liquid scintillation counting analysis;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3875174;1;Scientific Literature;Eur J Med Chem;2016;None;
CHEMBL1612677;;0;335.43;0;4.90;59, NCGC00188647-01;Cc1ccsc1CN(C)c1ncnc2ccc(-c3ccoc3)cc12;IC50;'=';1136.0;nM;5.95;;;UO_0000065;17.72;0.34;1.04;14.10;0;CHEMBL1771957;Inhibition of Dyrk1A kinase using ATP as substrate by 33P radiolabeled kinase assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL1770051;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;None;
CHEMBL1535925;;0;379.44;0;4.74;61, NCGC00188005-01;CCOC(=O)c1ccc(-c2ccc3ncnc(NCc4cccs4)c3c2)o1;IC50;'=';1437.0;nM;5.84;;;UO_0000065;15.40;0.30;1.10;7.56;0;CHEMBL1771957;Inhibition of Dyrk1A kinase using ATP as substrate by 33P radiolabeled kinase assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL1770051;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;None;
CHEMBL1394132;;0;370.48;1;5.46;27;Cn1ccc2cc(-c3ccc4ncnc(NCc5cccs5)c4c3)ccc21;IC50;'=';4517.0;nM;5.34;;;UO_0000065;14.43;0.27;-0.11;12.51;0;CHEMBL1771957;Inhibition of Dyrk1A kinase using ATP as substrate by 33P radiolabeled kinase assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL1770051;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;None;
CHEMBL1733003;;0;337.40;0;4.06;32, NCGC00189276-01;OCc1ccc(-c2ccc3ncnc(NCc4cccs4)c3c2)o1;IC50;'=';4657.0;nM;5.33;;;UO_0000065;15.80;0.30;1.27;7.49;0;CHEMBL1771957;Inhibition of Dyrk1A kinase using ATP as substrate by 33P radiolabeled kinase assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL1770051;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;None;
CHEMBL2180858;;0;352.39;0;3.42;23;COc1cccnc1NC(=O)Nc1cccc2c1C1CCCCN1C2=O;IC50;'=';8100.0;nM;5.09;;;UO_0000065;14.45;0.27;1.67;6.09;0;CHEMBL2188996;Inhibition of human recombinant GST-fused DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL2177089;1;Scientific Literature;J. Med. Chem.;2012;None;
CHEMBL2180868;;0;405.48;0;4.53;29;O=C(Nc1csc(-c2ccncc2)n1)Nc1cccc2c1C1CCCCN1C2=O;IC50;'=';2400.0;nM;5.62;;;UO_0000065;13.86;0.26;1.09;6.44;0;CHEMBL2188996;Inhibition of human recombinant GST-fused DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL2177089;1;Scientific Literature;J. Med. Chem.;2012;None;
CHEMBL1232500;;0;235.31;0;2.75;3;CCN1/C(=C/C(C)=O)Sc2ccc(O)cc21;IC50;'=';240.0;nM;6.62;;;UO_0000065;28.13;0.57;3.87;16.33;1;CHEMBL3599536;Inhibition of Dyrk1A (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3596148;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;None;
CHEMBL3094465;;0;569.45;1;4.31;26;COc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CCN(C)C)c4cccc(Cl)c4)ccc3Cl)c(=O)[nH]c2n1;IC50;'=';156.0;nM;6.81;;;UO_0000065;11.95;0.24;2.50;5.26;0;CHEMBL3097668;Inhibition of DYRK1A (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3091386;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2013;None;
CHEMBL1591577;;0;375.45;0;4.72;34, NCGC00185984-01;CN(Cc1cccs1)c1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12;IC50;'=';31.0;nM;7.51;;;UO_0000065;20.00;0.38;2.79;15.81;0;CHEMBL1771957;Inhibition of Dyrk1A kinase using ATP as substrate by 33P radiolabeled kinase assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL1770051;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;None;
CHEMBL3917542;;0;287.71;0;2.46;4a;NC(=O)c1cc(-c2cn3cc(Cl)ccc3n2)ccc1O;IC50;'=';8900.0;nM;5.05;;;UO_0000065;17.55;0.34;2.59;6.26;0;CHEMBL3870426;Inhibition of DYRK1A (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3870305;1;Scientific Literature;Eur J Med Chem;2016;None;
CHEMBL3753970;;0;275.31;0;3.64;4f;COc1ccc2c(/C(C#N)=C/c3cccnc3)c[nH]c2c1;IC50;'=';1600.0;nM;5.80;;;UO_0000065;21.05;0.38;2.16;9.39;0;CHEMBL3875856;Inhibition of GST-tagged human recombinant DYRK1A expressed in Escherichia coli using RS peptide as substrate incubated for 30 mins in presence of [gamma-33 P] ATP by liquid scintillation counting analysis;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3875174;1;Scientific Literature;Eur J Med Chem;2016;None;
CHEMBL2295958;;0;418.51;0;3.99;6k;CC(C)C(O)Nc1nc(Nc2ccc(-c3cncnc3)cc2)c2ncn(C(C)C)c2n1;IC50;'=';2300.0;nM;5.64;;;UO_0000065;13.47;0.25;1.65;4.96;0;CHEMBL3072655;Inhibition of Homo sapiens (human) recombinant GST-tagged DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ and [gamma33P]ATP as substrate after 30 min by scintillation counting;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3045291;1;Scientific Literature;Med Chem Res;2013;None;
CHEMBL2295941;;0;446.56;0;4.77;7g;CC(C)CC[C@H](O)Nc1nc(Nc2cccc(-c3ncccn3)c2)c2ncn(C(C)C)c2n1;IC50;'=';710.0;nM;6.15;;;UO_0000065;13.77;0.25;1.38;5.41;0;CHEMBL3072655;Inhibition of Homo sapiens (human) recombinant GST-tagged DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ and [gamma33P]ATP as substrate after 30 min by scintillation counting;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3045291;1;Scientific Literature;Med Chem Res;2013;None;
CHEMBL2314434;;0;327.39;0;2.21;6f;CC(C)n1cnc2c(Nc3ccnnc3)nc(C(C)(C)CO)nc21;IC50;'=';3000.0;nM;5.52;;;UO_0000065;16.87;0.31;3.31;5.43;0;CHEMBL2320633;Inhibition of recombinant GST-fused human DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL2311464;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2013;None;
CHEMBL2314439;;0;347.39;0;2.32;2g;CC(C)n1cnc2c(Nc3cnccn3)nc(Cc3cnccn3)nc21;IC50;'=';500.0;nM;6.30;;;UO_0000065;18.14;0.33;3.98;5.88;0;CHEMBL2320633;Inhibition of recombinant GST-fused human DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL2311464;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2013;None;
CHEMBL2314444;;0;329.36;0;1.01;4p;CC(C)n1c(C(CO)CO)nc2c(Nc3cncnc3)ncnc21;IC50;'=';1900.0;nM;5.72;;;UO_0000065;17.37;0.33;4.71;4.69;0;CHEMBL2320633;Inhibition of recombinant GST-fused human DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL2311464;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2013;None;
CHEMBL4294914;;0;341.37;0;2.91;mar-19;O=c1[nH]c2ccc(C3=NN=C(Nc4cccc(F)c4)SC3)cc2[nH]1;Kd;'=';7000.0;nM;5.16;;;UO_0000065;15.10;0.29;2.24;6.04;0;CHEMBL4263571;Binding affinity to wild-type human partial length DYRK1A (H129 to S509 residues) expressed in mammalian expression system by Kinomescan method;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4261584;1;Scientific Literature;Eur J Med Chem;2018;None;
CHEMBL4291297;;0;391.88;1;5.78;13b;O=C(Nc1cncc(-c2cc(-c3cccnc3)cs2)c1)c1ccccc1Cl;IC50;'=';90.5;nM;7.04;;;UO_0000065;17.97;0.36;1.26;12.83;0;CHEMBL4263631;Inhibition of recombinant full length human Dyrk1A expressed in Baculovirus expression system using KKISGRLSPIMTEQ as substrate in presence of ATP;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4261587;1;Scientific Literature;Eur J Med Chem;2018;None;
CHEMBL4290247;;0;389.46;1;5.19;31b;O=C(Cc1ccc(F)cc1)Nc1cncc(-c2cc(-c3cccnc3)cs2)c1;IC50;'=';14.3;nM;7.84;;;UO_0000065;20.14;0.38;2.65;14.29;0;CHEMBL4263631;Inhibition of recombinant full length human Dyrk1A expressed in Baculovirus expression system using KKISGRLSPIMTEQ as substrate in presence of ATP;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4261587;1;Scientific Literature;Eur J Med Chem;2018;None;
CHEMBL4174335;;0;242.28;0;2.78;3-mar;COc1ccc2c(c1)[nH]c1c(C(C)O)nccc12;IC50;'=';858.0;nM;6.07;;;UO_0000065;25.04;0.46;3.29;10.43;0;CHEMBL4151434;Inhibition of GST-tagged human recombinant DYRK1A by FRET-based LanthaScreen Eu kinase binding assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4145671;1;Scientific Literature;J Med Chem;2018;None;
CHEMBL1884711;;0;302.34;0;3.03;31;c1cncc(CNc2ccnc(-c3ccc4[nH]ncc4c3)n2)c1;IC50;'=';650.0;nM;6.19;;;UO_0000065;20.46;0.37;3.16;7.79;0;CHEMBL2394346;Inhibition of DYRK1A (unknown origin) by bioluminescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL2390846;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2013;None;
CHEMBL379218;;0;358.45;0;3.88;A-674563;Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12;Kd;'=';2.1;nM;8.68;;;UO_0000065;24.21;0.44;4.80;11.30;0;CHEMBL1908409;Binding constant for DYRK1A kinase domain;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL1908390;1;Scientific Literature;Nat. Biotechnol.;2011;None;
CHEMBL3094463;;0;567.43;1;3.89;24;COc1ncc2cc(C(=O)Nc3cc(C(=O)NC4(c5cccc(Cl)c5)CCNCC4)ccc3Cl)c(=O)[nH]c2n1;IC50;'=';1229.0;nM;5.91;;;UO_0000065;10.42;0.21;2.02;4.28;0;CHEMBL3097668;Inhibition of DYRK1A (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3091386;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2013;None;
CHEMBL269538;HARMINE;0;212.25;0;3.03;Harmine;COc1ccc2c(c1)[nH]c1c(C)nccc12;IC50;'=';60.0;nM;7.22;;;UO_0000065;34.03;0.62;4.19;19.05;1;CHEMBL2187134;Inhibition of human recombinant C-terminal truncated GST-tagged DYRK1A expressed in Escherichia coli using GRSRSRSRSRSR as substrate and [gamma33P]ATP after 30 mins by scintillation counting;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL2176911;1;Scientific Literature;J. Med. Chem.;2012;None;
CHEMBL1908397;KW-2449;1;332.41;0;2.78;KW-2449;O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1;Kd;'=';180.0;nM;6.75;;;UO_0000065;20.29;0.37;3.96;11.05;0;CHEMBL1908409;Binding constant for DYRK1A kinase domain;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL1908390;1;Scientific Literature;Nat. Biotechnol.;2011;None;
CHEMBL1868723;;0;359.31;0;4.63;27;FC(F)(F)c1cccc(Nc2nccc(-c3ccc4c(c3)OCO4)n2)c1;IC50;'=';70.0;nM;7.16;;;UO_0000065;19.91;0.38;2.52;12.72;0;CHEMBL2394346;Inhibition of DYRK1A (unknown origin) by bioluminescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL2390846;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2013;None;
CHEMBL2392392;;0;321.38;0;3.77;C5;COc1ccc(CNc2ccnc(-c3cccc(OC)c3)n2)cc1;IC50;'=';26000.0;nM;4.58;;;UO_0000065;14.27;0.26;0.82;8.15;0;CHEMBL2394346;Inhibition of DYRK1A (unknown origin) by bioluminescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL2390846;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2013;None;
